ResourceGroup,GroupName,RoleName
NetworkWatcherRG,ms-infra-devs,Contributor
rg-cpd-dataservices-dev,ms-infra-devs,Contributor
rg-cph-iac-prod,ms-infra-devs,Contributor
rg-cph-iacstaging-prod-01,ms-infra-devs,Contributor
rg-cph-pltf-bckup-prd-we-01,ms-infra-devs,Contributor
rg-cph-pltf-mon-prd-we-01,ms-infra-devs,Contributor
rg-cph-pltf-net-prd-we-01,ms-infra-devs,Contributor
rg-cph-pltf-sec-prd-we-01,ms-infra-devs,Contributor
