SubscriptionId,GroupName,RoleName
d0694def-b27e-4bb7-900d-437fbeb802da,ms-cpd-admins,Owner
d0694def-b27e-4bb7-900d-437fbeb802da,ms-cpd-all,Reader
d8c326fb-f8b4-4854-a2af-dd55e86f6117,ms-cph-admins,Owner
8964f3c1-44f5-4094-80eb-4334845bdfb1,ms-cpp-all,Reader
